X1,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X2_7,X2_8,X2_9,X2_10,X2_11,X2_12,X2_13,X2_14,X2_15,X2_16,X2_17,X2_18,X2_19,X2_20,X2_21,X2_22,X2_23,X2_24,X2_25,Y
0.039365243,0.2240423,0.522394,-0.09046343,-1.07477,-0.6170848,0.0806183,0.24240434,0.16194211,0.7244912,0.075109296,0.49087384,0.5118907,0.2778945,0.90102553,0.12626854,0.9568443,0.6098931,0.9524982,0.15968305,0.37158874,0.13023506,0.065960035,0.11813333,0.08698817,0.11780093,-1.4177259
0.015631026,-1.3615799,-1.422436,1.0931858,1.4805624,-0.056774054,0.22074832,0.62510765,0.29392266,0.18318215,0.2202829,0.62200534,0.1489483,0.5031003,0.054247968,0.11808767,0.9579384,0.35034445,0.7412874,0.23703296,0.032303628,0.092232145,0.077914834,0.28168505,0.32655388,0.026542397,-1.1963838
0.01986456,-1.0006741,-1.0769166,0.94886625,1.1687661,0.04834268,0.22454104,0.6543234,0.21176296,0.2847824,0.19452229,0.55718166,0.12513104,0.50247914,0.09794629,0.10647303,0.95976704,0.44020241,0.81001705,0.15592794,0.037360054,0.14670672,0.045617387,0.24745864,0.28207123,0.025296053,-1.3162454
0.088968895,-0.27877572,0.11696827,0.38113427,-1.1719606,-0.19197907,0.49892104,0.26386726,0.113856286,0.79457724,0.111900136,0.30717787,0.435975,0.29081547,0.93108374,0.23180957,0.94989693,0.6076294,0.93728554,0.15208632,0.34531173,0.29039824,0.061580095,0.14780083,0.115375176,0.07716495,-0.9797229
0.043452837,0.71313685,0.9082839,-0.30998212,-1.0603005,-0.6899866,0.10259144,0.25627634,0.14919627,0.7720194,0.06710932,0.48091808,0.46143842,0.2366076,0.89420855,0.11683545,0.9392439,0.6020262,0.955026,0.14061454,0.44000068,0.083025746,0.06916185,0.13034002,0.07478038,0.13590054,-1.4533156
0.0073949834,-1.7413837,-1.6306891,1.3721669,1.6814289,-0.26463068,0.15953344,0.58523077,0.39015728,0.10294101,0.2501173,0.6194893,0.14221261,0.53046626,0.03471404,0.12040275,0.9556105,0.33374473,0.71544045,0.2965275,0.025665294,0.04354906,0.10991929,0.27995637,0.38191622,0.02660528,-1.4145247
0.016402617,-1.0721819,-1.2142847,0.9038675,1.4925977,-0.048375495,0.12402788,0.6401301,0.29784873,0.18359672,0.22054838,0.63190544,0.1419715,0.49324095,0.051617984,0.111426614,0.9529175,0.3283328,0.7498907,0.2245195,0.035564408,0.09450584,0.07358703,0.2875143,0.2780954,0.032139145,-1.3075964
0.039189056,-0.8066739,-0.5958744,1.0550311,-0.50139266,0.16853212,0.07747816,0.67214537,0.023662819,0.7935722,0.30845302,0.12286458,0.021030655,0.59777474,0.8566775,0.058043048,0.97412133,0.8119352,0.98009264,0.016269377,0.029872611,0.5153511,0.004913267,0.056389134,0.1820525,0.03453155,-3.223183
0.10554386,-1.1404862,-0.91938174,1.1713451,-0.60502255,0.55765104,1.0401461,0.4622456,0.024550976,0.79802173,0.14921813,0.1684108,0.13470672,0.26247394,0.9006473,0.17705756,0.9840921,0.44824234,0.9584879,0.05855298,0.09819277,0.54463714,0.011963087,0.12127467,0.1078442,0.016709255,-1.0521824
0.04490196,-0.007900764,0.34297737,-0.07474194,-0.87206745,-0.4357522,0.03874255,0.27610436,0.20715322,0.666794,0.108018704,0.4764496,0.45988965,0.35607696,0.863742,0.16930386,0.9500575,0.63078463,0.9349493,0.18863644,0.33229464,0.25633484,0.07231126,0.14654993,0.107951045,0.14289235,-1.3193003
0.045116875,1.2605327,0.40663573,-0.54211044,0.022036048,-0.32731146,-1.1395429,0.81448156,0.08864767,0.59657884,0.46894032,0.43761566,0.006014028,0.57301706,0.61938375,0.03297874,0.84993804,0.71400005,0.98338544,0.030898053,0.06543002,0.14426796,0.018567817,0.093707934,0.064704284,0.31400824,-4.133715
0.023057422,-1.7627213,-1.3818195,1.6390826,0.17634466,0.18856134,0.51270634,0.5798318,0.051640324,0.559103,0.2748374,0.20031996,0.058516964,0.54547197,0.5811186,0.095550165,0.97930956,0.64448965,0.93802273,0.049031284,0.024265235,0.32819358,0.015140176,0.10650845,0.29657376,0.017169883,-2.1464942
0.006011235,-0.81225336,-0.9539563,0.52040124,1.2534022,0.25896993,0.05829578,0.53032684,0.17358963,0.114178516,0.5148005,0.4336952,0.021724496,0.5054561,0.06316254,0.056465957,0.9368012,0.1623602,0.9304001,0.12422385,0.014925925,0.054264374,0.23712344,0.2924285,0.06035714,0.0632807,-2.9252257
0.08175884,-0.037301283,0.36370632,0.28579447,-1.2351677,-0.19569165,0.4818007,0.27247283,0.10250148,0.8168749,0.08679513,0.33776638,0.4083502,0.23671769,0.9369294,0.18814309,0.9539746,0.61287403,0.9476284,0.12693144,0.3559909,0.24987352,0.046025842,0.12542567,0.10265667,0.07519934,-1.1313456
0.10057054,-1.239824,-0.95440364,1.2988267,-0.63910997,0.5618266,0.9373046,0.51222205,0.017720116,0.81626576,0.18298185,0.14078791,0.07677225,0.30492315,0.9155576,0.1451954,0.98421127,0.5192408,0.9685259,0.038170945,0.07838884,0.5748603,0.008992182,0.09923245,0.11831923,0.01614098,-1.4063283
0.01579825,-1.9348053,-1.6275823,1.7549239,0.74019676,0.100605294,0.6493421,0.56982785,0.105971776,0.34420264,0.22319359,0.32923955,0.11196171,0.49276185,0.26579335,0.123949185,0.9783723,0.48746982,0.8693076,0.107349984,0.025035912,0.17441387,0.029862067,0.17516115,0.3480923,0.012992448,-1.413412
0.09592517,1.7208356,1.67266,-0.7826962,-1.265232,-0.9171501,-0.8486735,0.48478124,0.15533058,0.8456833,0.27886617,0.41427597,0.053223733,0.4201457,0.93438876,0.09917418,0.66713315,0.8451492,0.9752838,0.06175547,0.515834,0.0764822,0.084334135,0.11318046,0.0887379,0.5266101,-3.0869706
0.001282259,-1.7481738,-1.4751683,0.9808981,1.0209439,-0.0033983826,-0.20229787,0.38395667,0.20908327,0.025784925,0.69644964,0.29236147,0.011761725,0.5152181,0.056103706,0.03450599,0.95556045,0.06292226,0.95445734,0.15399063,0.0030010627,0.020163925,0.3920262,0.17019497,0.03634732,0.09579543,-4.3399634
0.09826066,1.7640623,1.7054625,-0.7988861,-1.3155849,-0.9680596,-0.923134,0.4905661,0.15161785,0.8451228,0.30224565,0.39752725,0.046558015,0.4232655,0.9412409,0.09620652,0.6471702,0.84538454,0.977265,0.0585213,0.51691693,0.07103531,0.08405832,0.106489554,0.08476264,0.56233275,-3.2418625
0.08566624,-0.24411388,0.17989121,0.37046343,-1.21578,-0.1735352,0.51917785,0.2621901,0.10618701,0.80658776,0.10130891,0.3095804,0.42312932,0.26754415,0.93658376,0.21474648,0.9537191,0.612588,0.94303495,0.14101724,0.34375432,0.2839426,0.054461263,0.13601977,0.110779405,0.073016055,-1.0351518
0.09695834,-1.8320901,-1.4344602,1.7270018,-0.75413334,0.61870027,1.311108,0.38969827,0.020224165,0.7962447,0.19599284,0.10132491,0.13430047,0.25447702,0.9514017,0.23559402,0.98457146,0.47242346,0.95869523,0.06147343,0.10059535,0.5695287,0.014681601,0.12576178,0.14701118,0.01213125,-0.7711036
0.05981211,0.5647569,0.14066035,0.2202378,-0.55005,0.008645242,-0.25474378,0.749298,0.030772103,0.8205538,0.20802875,0.27528208,0.018447831,0.43088356,0.8616361,0.044098813,0.95795524,0.77649194,0.9860701,0.019185485,0.06954865,0.29932904,0.0044795405,0.06178562,0.08941826,0.067044415,-3.195655
0.09114005,-0.44107792,-0.008861762,0.5363911,-1.1271194,-0.04492837,0.6265535,0.28046083,0.088987745,0.8064428,0.11058291,0.27809316,0.3688195,0.2713329,0.9333325,0.22592768,0.95852566,0.59512967,0.9428974,0.13071385,0.30299786,0.3263596,0.046553858,0.13784897,0.11617531,0.05914173,-0.9926827
0.11009778,-1.4783831,-1.1970967,1.4195875,-0.60892355,0.65641636,1.1826102,0.45202345,0.019272486,0.8023103,0.16796267,0.13823195,0.12609573,0.2632271,0.914216,0.1847375,0.9863405,0.43168268,0.9590052,0.05351919,0.08412526,0.58628875,0.011995953,0.12106213,0.117961586,0.0122963665,-0.94268304
0.10864162,-0.9046093,-0.5048898,0.9151125,-0.92755765,0.1487126,0.802402,0.31025013,0.073759526,0.7854168,0.15356994,0.22231212,0.30232266,0.31258348,0.9250966,0.29010046,0.9601855,0.5593367,0.93214035,0.13462123,0.24657401,0.4123965,0.044156767,0.1611556,0.1411189,0.044559132,-0.7929071
0.03706031,0.17271891,0.4680365,-0.07338405,-1.035871,-0.63062114,0.04284695,0.2447401,0.17093444,0.70313907,0.077938065,0.5036361,0.5177652,0.29060814,0.89518094,0.12693574,0.9581172,0.60940486,0.9512768,0.16542892,0.36225095,0.1337114,0.06613007,0.11843368,0.08926996,0.12045023,-1.4299846
0.0042253714,-0.91514844,1.6899978,0.2704245,-0.66854477,1.1616663,0.20767432,0.24772622,0.22001964,0.7135308,0.037871744,0.92416686,0.36652467,0.41610432,0.84491706,0.0417966,0.99151856,0.5580736,0.98072344,0.05159482,0.09032212,0.7603724,0.013303103,0.016448269,0.03481776,0.082255386,-2.4013598
0.04125722,0.10715229,0.4216721,-0.16751492,-0.78389746,-0.43475464,-0.03710008,0.28240994,0.21532519,0.65146506,0.11077994,0.5590631,0.42707384,0.33708885,0.83935946,0.14184855,0.94892734,0.6218151,0.9407195,0.1778621,0.34206456,0.20655958,0.08497694,0.14746395,0.0990343,0.14600179,-1.4548604
0.032259043,-0.7754841,-0.6712007,0.9593289,0.024475915,0.1487714,0.08266196,0.6794346,0.054749735,0.6383447,0.2604453,0.24737719,0.037321586,0.5689089,0.60485,0.07009984,0.96731746,0.71915525,0.95470315,0.03583003,0.03300979,0.3891248,0.010955825,0.09914417,0.21166715,0.03365169,-2.5234
0.03646837,0.5642726,0.13489746,0.18531486,-0.38781646,0.061008886,-0.25813913,0.7741512,0.030630475,0.78458965,0.2091115,0.2568417,0.013622258,0.49111468,0.7802324,0.03305902,0.96252173,0.7898772,0.9872585,0.016299197,0.041566666,0.29575476,0.0043841344,0.06420132,0.08677052,0.053980645,-3.3834162
0.080586724,1.2543262,1.3108412,-0.4323397,-1.1875976,-0.7326358,-0.1945772,0.37959057,0.14386277,0.84371436,0.10580474,0.43598348,0.22857943,0.28002846,0.91942817,0.12709966,0.8615313,0.74778986,0.96038216,0.096036375,0.5066117,0.08656266,0.053616814,0.12391258,0.09246637,0.22358602,-1.9511915
0.021069,-1.2065728,-1.1540401,1.1232013,0.8970456,0.09874724,0.31355652,0.63932145,0.15974413,0.3410353,0.19991775,0.48215777,0.1082712,0.51062775,0.16287053,0.10511767,0.9662679,0.4950835,0.84855896,0.12545286,0.033307288,0.18635249,0.037342314,0.20848037,0.291592,0.02173329,-1.4026607
0.00672785,-0.40372196,-0.633785,0.2764849,1.2183739,0.37816116,0.08352135,0.5527733,0.14441694,0.15089047,0.48410028,0.42403775,0.018492507,0.48879007,0.06885337,0.050848316,0.9330301,0.17562671,0.9431565,0.09594915,0.018113395,0.065529056,0.20391661,0.30768672,0.045845475,0.06266129,-2.9452555
0.07966594,-1.8383296,-1.3324945,1.7389104,-0.7198244,0.622172,1.0536819,0.45537436,0.011223559,0.84168416,0.2476904,0.079661705,0.05438485,0.34766486,0.9557231,0.14510942,0.9873674,0.58765256,0.97661257,0.026948048,0.06456392,0.6361243,0.0069836145,0.07696163,0.14702553,0.013489592,-1.7368428
0.0152943125,-0.4943241,0.7884073,-0.09440309,-0.57306,0.379186,-0.03913041,0.2977121,0.31848106,0.58990866,0.09271152,0.81001246,0.34704834,0.36325404,0.8113808,0.08247833,0.97577816,0.6659804,0.95747435,0.12265927,0.17406373,0.63371307,0.030811226,0.06386984,0.077130124,0.14061964,-1.8513606
0.03583003,0.03228606,0.37581217,-0.08174503,-0.8600149,-0.5241759,-0.057180703,0.26658964,0.2159317,0.641215,0.094131276,0.5506023,0.49150822,0.33377096,0.8596792,0.13890076,0.9566891,0.62307644,0.9408006,0.18416236,0.33667192,0.1972673,0.06962948,0.12979397,0.10268576,0.13810726,-1.4343557
0.023794604,-2.0425584,-1.4775592,1.9524223,-0.2733508,0.2282339,0.60871625,0.54750985,0.022855334,0.69925004,0.34121686,0.09074639,0.036857117,0.5735637,0.83653784,0.08862371,0.9844022,0.73543715,0.967985,0.02386071,0.020496529,0.4378112,0.0075252005,0.06583749,0.29199237,0.015452259,-2.723783
0.026334835,-1.1492165,-0.97408783,1.1625857,0.33717254,0.1722015,0.25105244,0.6420506,0.079348885,0.5214807,0.24115562,0.31064838,0.059699412,0.5531869,0.42421058,0.08677898,0.97004056,0.6365426,0.9256329,0.059071615,0.031142434,0.31645766,0.018666655,0.13220409,0.25327596,0.024478039,-2.0412073
0.0075889463,-1.7411952,-1.6357039,1.3337543,1.5769439,-0.256466,0.086917095,0.5723815,0.37357932,0.09286947,0.28650245,0.59742004,0.12734823,0.52357614,0.040089544,0.1139297,0.95535135,0.28184262,0.73820287,0.28965208,0.022141434,0.046048757,0.11850777,0.26155433,0.3276671,0.032897267,-1.6390529
0.07614887,0.81768644,0.39015195,0.017577354,-0.59230655,-0.13453478,-0.37368566,0.72829145,0.045865428,0.8263991,0.22030264,0.32617393,0.022760019,0.43658936,0.85893834,0.05535883,0.9295205,0.7927019,0.98212975,0.026126089,0.114273995,0.2464412,0.008049368,0.07622212,0.09652843,0.10529267,-3.0484042
0.08402116,0.3145116,0.38133216,0.32894966,-0.93773293,0.018049983,0.39253736,0.456707,0.048825625,0.83590937,0.092271134,0.3358821,0.15569918,0.23068812,0.91198015,0.11310287,0.9623844,0.59217066,0.9671,0.0565,0.22100493,0.25687674,0.014277613,0.09851175,0.0816233,0.056943744,-1.690937
0.033091623,0.8648103,0.21417937,-0.15015809,0.14807831,-0.014504517,-0.44751778,0.7991475,0.06366611,0.67580813,0.25114894,0.39793321,0.013347234,0.5229279,0.5237609,0.03553242,0.93174094,0.7477009,0.9782332,0.027569273,0.05062241,0.20078343,0.010630212,0.11077275,0.0929058,0.085347705,-3.1807659
0.013789229,0.38348296,-0.13492385,-0.10467548,1.1838423,0.34323215,0.1259349,0.6660843,0.12583019,0.3070361,0.28512794,0.49134907,0.028525123,0.41165736,0.0884577,0.051208667,0.9332315,0.27651966,0.93605256,0.07733517,0.03621528,0.09563062,0.0758407,0.30734026,0.05687921,0.05544557,-2.364747
0.0037932394,-1.7488229,-1.5176655,1.1819587,1.2616838,-0.17771201,-0.06132172,0.47184768,0.31266654,0.054368984,0.46735713,0.4579681,0.05084874,0.5104287,0.05299669,0.074741,0.95132554,0.15506908,0.86470413,0.23550083,0.010643203,0.032456137,0.22452286,0.21619725,0.14168558,0.05968319,-2.8023536
0.023427863,-0.33274603,0.5095086,-0.21516551,-0.5686539,0.07471608,-0.11146009,0.30965683,0.344097,0.55287427,0.12012773,0.7410374,0.3496074,0.34868377,0.8002477,0.10257656,0.96640444,0.69681066,0.94682753,0.15819305,0.21716444,0.5588866,0.040876962,0.09763471,0.096276015,0.16166173,-1.6810127
0.009922801,0.14483511,-0.2669599,-0.010058487,1.1836776,0.40271392,0.11490205,0.6178377,0.124672465,0.23815328,0.372138,0.45144373,0.021131465,0.44093585,0.081107765,0.048526417,0.9315953,0.22436464,0.9451093,0.077893905,0.027094066,0.083038256,0.12043413,0.31248808,0.045119368,0.05959369,-2.6826837
0.030193439,0.34397376,-0.057593446,0.12538652,0.42151833,0.07128151,-0.1870348,0.7654336,0.08547573,0.5856612,0.23250087,0.40394157,0.02545313,0.52616227,0.3530198,0.050876424,0.9406576,0.67512476,0.9553077,0.042181518,0.044589106,0.23650342,0.015873114,0.14997905,0.1332117,0.059820406,-2.5572515
0.0002913684,-1.7292752,3.2570996,0.9432062,-0.808365,2.6361876,0.73764515,0.16124237,0.094669014,0.8740952,0.005933156,0.98608565,0.4047871,0.49692908,0.9075603,0.01039255,0.99898344,0.3475104,0.9964419,0.009689172,0.022777425,0.8971734,0.0023051922,0.0011570085,0.0065415394,0.024183055,-3.420429
0.067302614,1.386072,1.4159107,-0.5448474,-1.1829892,-0.88240266,-0.32436535,0.37925473,0.15048441,0.83860385,0.10816269,0.44973913,0.20987433,0.30266216,0.9169848,0.1105903,0.84906024,0.76900655,0.96491534,0.09295985,0.51545435,0.06600952,0.057741884,0.118254595,0.08970578,0.26466787,-2.1346118
0.037611715,-0.14598499,0.2102634,-0.14402452,-0.5835391,-0.1356412,-0.009349564,0.30087054,0.29680103,0.5938683,0.12497374,0.58891463,0.37952343,0.36210606,0.81853926,0.16348577,0.9466708,0.66093636,0.92433804,0.22039337,0.28591266,0.4114164,0.063514434,0.15500616,0.118724555,0.1724038,-1.2902547
0.01808494,-0.41926527,0.66747916,-0.14389099,-0.57229614,0.24919602,-0.06566403,0.30046898,0.32856807,0.5752458,0.10265267,0.7807603,0.3490682,0.35785252,0.8087935,0.09077637,0.9717391,0.6783871,0.9528041,0.1380205,0.19179666,0.6008129,0.034987006,0.07720067,0.08508199,0.15121174,-1.7648692
0.020180698,-1.9441211,-1.5244998,1.8103526,0.22845311,0.16703588,0.6029512,0.564035,0.050915316,0.5288599,0.27850953,0.18682612,0.0640253,0.53657085,0.57352287,0.10355487,0.9810751,0.622657,0.93417495,0.05155766,0.022975262,0.29509237,0.015251278,0.109350435,0.31567797,0.014784211,-2.075359
0.10442839,-0.9339068,-0.70382285,1.0310024,-0.6764636,0.4603509,0.9544864,0.43685025,0.031099914,0.8018687,0.13539001,0.19541742,0.15965568,0.2613123,0.90137833,0.1829141,0.98059046,0.47002977,0.9555013,0.06734122,0.12324141,0.4962735,0.014423681,0.12410942,0.10686332,0.021636661,-1.0584052
0.03390613,-1.0935818,-0.8010857,1.2112225,-0.28260133,0.23004161,0.18552457,0.6417832,0.031645153,0.73147666,0.3064061,0.15026058,0.028614923,0.5971814,0.7848887,0.0679381,0.9741931,0.77387947,0.9699046,0.022718297,0.02860044,0.4973932,0.0076359278,0.07206445,0.21619761,0.02912868,-2.8701622
0.043684773,0.8239965,1.003281,-0.3577961,-1.0636774,-0.6849842,0.10123958,0.26222485,0.14553517,0.7796604,0.066458076,0.48234564,0.4352567,0.23335603,0.8929384,0.114912614,0.93450695,0.60437256,0.9560701,0.13436939,0.4468785,0.08027954,0.068299614,0.13265342,0.072222896,0.14553103,-1.4855175
0.045924634,0.25654954,0.5258616,-0.22307025,-0.8400804,-0.4759941,0.008510806,0.27919948,0.19815479,0.69024867,0.1032115,0.54823947,0.42064378,0.3117328,0.85010177,0.13791558,0.9431349,0.6140141,0.9424801,0.17191808,0.36394003,0.17102945,0.08870576,0.14858499,0.0946122,0.15029411,-1.430863
0.035911992,1.195561,0.42159763,-0.84199506,-0.42893246,-0.25235668,-1.5579972,0.6655421,0.06466602,0.22367693,0.919872,0.2187753,0.0010005841,0.510237,0.76493615,0.032179974,0.6888944,0.1500242,0.9930239,0.030231679,0.030291304,0.094545834,0.1674639,0.1027349,0.007066793,0.83755505,-6.0180435
0.014859823,0.5441765,-0.020350505,-0.25476393,0.93488693,0.29924482,-0.0920218,0.65221834,0.107289985,0.2812804,0.414514,0.4302552,0.0157744,0.40934345,0.14019988,0.046025403,0.91365576,0.22157899,0.9575818,0.0651643,0.033482045,0.090448186,0.096191004,0.2737661,0.034662176,0.10588381,-2.9849832
0.014132337,-1.6269262,-1.5837567,1.3752121,1.368494,-0.055115473,0.37062675,0.61619973,0.25480324,0.19700952,0.21316728,0.567715,0.15171908,0.5112851,0.07121138,0.12825918,0.96498126,0.39611965,0.7572639,0.21659978,0.029604012,0.09501471,0.06574965,0.26646742,0.37368658,0.019137153,-1.0937104
0.028158352,-0.17349309,0.45617133,-0.2505174,-0.6385417,-0.17732397,-0.12382721,0.2979557,0.32184756,0.56320703,0.12185439,0.67405427,0.38430232,0.35390425,0.80580544,0.1164748,0.959377,0.69233996,0.94101864,0.17507915,0.25560892,0.44571018,0.051076658,0.1186122,0.10304585,0.17242382,-1.5725162
0.02898481,-2.1261277,-1.4943433,2.0628533,-1.0596634,0.3878838,0.72567004,0.496508,0.0057253367,0.89028114,0.4051857,0.021551386,0.015908452,0.5740689,0.9826163,0.06822385,0.98983663,0.8515766,0.99196035,0.0077872314,0.019971987,0.66970813,0.0021255496,0.029301874,0.20721228,0.014420548,-3.5727289
0.011213357,-1.5934627,-1.6144522,1.2281042,1.5859073,-0.1867435,0.10584205,0.60465306,0.34862053,0.117635526,0.27570266,0.6236423,0.13685289,0.5245072,0.042646267,0.11957798,0.9543789,0.2943615,0.7264174,0.27950466,0.02593051,0.061629247,0.106100805,0.27921674,0.32999492,0.03237242,-1.4340615
0.046909053,-0.030834537,0.33484304,0.07731195,-1.1055325,-0.47975323,0.14647734,0.24853969,0.15930209,0.7168916,0.09409916,0.433971,0.5027951,0.32393205,0.90827656,0.1625625,0.9565007,0.6209327,0.94557166,0.16437419,0.34202456,0.21138273,0.06607947,0.12893659,0.09892163,0.11268235,-1.2992244
0.040063046,0.9550798,0.268247,-0.1502674,-0.1647203,-0.123079285,-0.6290932,0.8121813,0.049332116,0.7387641,0.28058067,0.34463438,0.009840332,0.54348,0.7020564,0.03198421,0.93095505,0.80262655,0.9856662,0.02053705,0.052534036,0.21772026,0.0069460217,0.07768057,0.08715825,0.10791978,-3.6173975
0.04100157,1.2416304,0.38897482,-0.61851764,0.0009252307,-0.28452355,-1.2425073,0.79514223,0.08561057,0.488035,0.6163001,0.39672098,0.0038415766,0.5660127,0.62090594,0.03153849,0.81671315,0.5748908,0.9849636,0.030726746,0.05102115,0.14121829,0.031666838,0.1008311,0.042562254,0.44934264,-4.5104866
0.041303176,0.21108174,-0.04755003,0.37057823,-0.3131443,-0.0054606693,-0.23788148,0.7653328,0.037110783,0.75895077,0.23419073,0.22906646,0.018654535,0.5385557,0.74835116,0.044274677,0.9614018,0.78804123,0.98048854,0.020202676,0.03997455,0.350356,0.0049223984,0.06874854,0.12342969,0.055070065,-3.1968
0.05200575,0.34353417,0.012942823,0.4019882,-0.57958144,0.12509075,-0.061904676,0.7337105,0.023263091,0.821658,0.1795452,0.24145126,0.020252893,0.40350333,0.86711615,0.041857123,0.9713572,0.7444959,0.9869753,0.01686859,0.054458387,0.33436096,0.003499645,0.057027485,0.084190995,0.044644535,-3.0951676
0.012212377,-0.47456077,-0.7214067,0.4496679,1.3464327,0.2239736,0.12405706,0.6197729,0.19495791,0.20569974,0.30122995,0.5365542,0.054507293,0.47848415,0.06258886,0.07414708,0.94270474,0.2684385,0.88028747,0.13125998,0.030815985,0.09307253,0.101518534,0.30722117,0.11220834,0.042702857,-2.0269256
0.07741049,-1.817493,-1.3051581,1.7193781,-0.71923804,0.6073827,1.0035709,0.46235043,0.010913332,0.8471969,0.2572946,0.077115,0.048858043,0.3637308,0.95642626,0.13673335,0.98713183,0.61037385,0.97802675,0.024789454,0.06234333,0.63983124,0.0065486734,0.07264944,0.14890447,0.014232396,-1.8743484
0.037569355,0.122559525,0.4214664,-0.11931148,-0.8938634,-0.5555689,-0.020732572,0.2642341,0.1964149,0.66592324,0.09488052,0.5363445,0.47656116,0.319196,0.86695975,0.13290413,0.9544785,0.6147699,0.9461873,0.17364961,0.34795466,0.16465762,0.075495616,0.13199899,0.094651215,0.13477704,-1.4552777
0.029130109,-1.6763629,-1.2239922,1.5930611,-0.2316457,0.25149173,0.438511,0.5816926,0.029381674,0.70470226,0.3156942,0.1287634,0.036220763,0.5797747,0.78926265,0.07945702,0.98055214,0.7414648,0.96509606,0.026890585,0.023432478,0.46665588,0.009032179,0.07217221,0.2644898,0.020176848,-2.6769938
0.011239896,-1.5046107,-1.5408667,1.1188524,1.481096,-0.13026713,0.07141869,0.59065354,0.32115522,0.11637583,0.30918136,0.59789395,0.11308972,0.5169263,0.04861616,0.108442046,0.9528946,0.25955233,0.7645504,0.25858387,0.023130106,0.06568698,0.11951235,0.27055416,0.2660941,0.038313188,-1.6633162
0.011102862,-0.9340262,-1.0831028,0.73054755,1.3919351,0.08323769,0.09793489,0.5990533,0.23939627,0.15570256,0.3222828,0.55308527,0.06824644,0.49655586,0.056533866,0.084635705,0.9467504,0.25335273,0.8472605,0.17530356,0.02556119,0.0771655,0.11862454,0.29021442,0.15499432,0.0423552,-1.9585979
