X1,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X2_7,X2_8,X2_9,X2_10,X2_11,X2_12,X2_13,X2_14,X2_15,X2_16,X2_17,X2_18,X2_19,X2_20,X2_21,X2_22,X2_23,X2_24,X2_25,X2_26,X2_27,X2_28,X2_29,X2_30,X2_31,X2_32,X2_33,X2_34,X2_35,X2_36,X2_37,X2_38,X2_39,X2_40,X2_41,X2_42,X2_43,X2_44,X2_45,X2_46,X2_47,X2_48,X2_49,X2_50,X2_51,X2_52,X2_53,X2_54,X2_55,X2_56,X2_57,X2_58,X2_59,X2_60,X2_61,X2_62,X2_63,X2_64,Y,YC,MU0,MU1,S1,GT
0,0.12105554,0.9588424,-0.27393496,-0.07192227,-0.38476893,0.3479141,0.27017152,-0.4139183,0.8844812,-0.16205902,-0.5343737,1.0360435,-0.31065977,-0.14745551,-0.5088479,-0.013636939,-0.18442327,1.0300783,0.5119226,-0.53738344,0.24855123,-0.58963406,1.3589764,0.2725188,-0.19464678,-0.36208817,-0.94519305,0.27694574,0.033361547,-1.1352993,0.43628567,0.25508642,-0.13043527,-0.07385041,0.8392889,-0.2994737,1.0264057,1.100373,-0.060093492,-1.2444315,1.1241952,0.013419226,0.8038579,0.21567604,0.33560342,0.0707753,0.22945511,0.72381806,-0.4811678,0.20605484,0.12648913,0.29904282,1.5441525,-0.9606378,0.63402295,0.54451716,0.6263653,-0.46204925,0.34000206,0.014979929,-0.7892803,-0.4217294,-0.28689468,0.4958682,235.0,0,135.0,335.0,0.0,200.0
0,0.16389754,0.93814147,-0.22553816,-0.08251773,-0.38087708,0.24499398,0.054620802,-0.34756407,1.0350325,-0.11921413,-0.52888227,1.0245979,-0.326877,-0.14780581,-0.45604777,0.0117761195,-0.15015727,0.8897748,0.49953437,-0.48247862,0.17784116,-0.34380382,1.4501499,0.39661437,-0.14995499,-0.11501002,-0.952446,0.510664,0.07038371,-1.0726954,0.53890294,0.22767882,-0.21442185,-0.2309465,0.76376146,-0.27214843,1.020688,0.8723812,-0.14842507,-1.2917945,1.0974878,0.02798462,0.6144964,0.07840529,0.30413288,0.113953315,0.29367125,0.71749026,-0.5813482,0.1984762,0.14380763,0.21043508,1.4924188,-0.9393437,0.5381368,0.46849975,0.5967594,-0.55302006,0.3806922,-0.06074798,-0.80737233,-0.42471206,-0.27958977,0.4690109,100.0,0,0.0,200.0,0.0,200.0
0,0.16521168,0.9119575,-0.23603067,-0.18298042,-0.2971908,0.39341155,-0.043805785,-0.38190803,1.0958743,-0.19757299,-0.5332397,0.962604,-0.3853727,-0.32796463,-0.5709912,0.035094395,-0.0846689,1.0051663,0.6680502,-0.53010416,0.10390262,-0.43569434,1.3855016,0.25199687,-0.20060042,-0.0499058,-1.0399677,0.5373467,0.06199868,-1.1437804,0.4452524,0.44834238,-0.1564259,-0.1541599,0.8528818,-0.24543571,1.0306413,1.1487784,-0.09850524,-1.1734123,0.99152136,0.09881692,0.8157591,0.10250433,0.26835087,-0.042561203,0.178414,0.7012789,-0.44850963,0.3067773,0.19779712,0.20152287,1.4864249,-0.9535245,0.62161535,0.4291701,0.6635587,-0.38128048,0.317846,-0.093685344,-0.8628823,-0.5072051,-0.29947382,0.5688858,50.0,0,-50.0,150.0,0.0,200.0
0,0.16158992,0.91780365,-0.30418903,-0.024456918,-0.43135452,0.47791052,0.102789,-0.42581332,1.0542843,-0.30244088,-0.3747499,0.9602223,-0.43544233,-0.17523138,-0.49535412,-0.06218651,-0.18683648,0.94672656,0.49232078,-0.6726542,0.0673823,-0.42919135,1.2876034,0.33148676,-0.1524466,-0.15761904,-0.9751595,0.4295287,0.07020351,-1.1249672,0.45393234,0.25168216,-0.28643024,-0.11911321,0.7790413,-0.2098166,1.0807177,0.96489954,-0.20574178,-1.409339,1.0705668,0.15293144,0.5816513,0.16376175,0.3970608,0.020881169,0.16419357,0.55737346,-0.34190685,0.18756323,0.14539169,0.10282386,1.4766937,-0.9426023,0.5331074,0.47168306,0.68778133,-0.44135106,0.37663376,0.017410517,-0.76457095,-0.45860726,-0.23061575,0.505515,55.0,0,-45.0,155.0,0.0,200.0
0,0.19498268,0.85242414,-0.3162217,-0.044801414,-0.41339415,0.26992238,0.04809151,-0.4699922,0.9595773,-0.39039665,-0.5217165,1.030344,-0.4587335,-0.2470369,-0.5064518,-0.13828696,-0.09285072,0.995358,0.48483205,-0.3098598,0.090108626,-0.5155341,1.3148448,0.34720963,-0.22154719,-0.18540937,-0.88532203,0.5098779,0.2070397,-1.1102593,0.28466022,0.2533335,-0.1676206,-0.25865364,0.71474963,-0.07023572,1.215599,0.8351432,-0.26372802,-1.3153384,1.0984623,-0.120286085,0.62577844,0.14873284,0.34562844,0.027219094,0.31467134,0.65864336,-0.36013454,0.30155963,0.11919403,0.23663662,1.5796759,-0.88852936,0.6845603,0.5956665,0.7951211,-0.2974106,0.39405304,-0.12466864,-0.8656022,-0.5682205,-0.3364153,0.36107796,180.0,0,80.0,280.0,0.0,200.0
0,0.106512174,0.94957304,-0.4607399,-0.014210448,-0.3618599,0.33610523,0.14383252,-0.31443343,1.0879873,-0.050580278,-0.5587948,1.1094893,-0.37494254,-0.18827757,-0.34520507,-0.037896216,-0.21312624,0.84192586,0.57138115,-0.4269806,0.105731726,-0.53081703,1.5176964,0.3192165,-0.050765567,-0.13516235,-0.8923016,0.4625231,0.03056255,-1.0644033,0.47168761,0.23436938,-0.15557767,-0.13409403,0.7776121,-0.087406665,1.0381259,0.9205586,-0.1837636,-1.3499756,0.96103346,0.04486181,0.79009485,0.1184161,0.23825395,0.069319904,0.31878123,0.67345077,-0.53140306,0.23167257,0.079510495,0.23152617,1.6069007,-0.90048206,0.65028703,0.49558708,0.5749037,-0.36960584,0.37657595,-0.104667544,-0.75324917,-0.5508098,-0.22630402,0.49874347,40.0,0,-60.0,140.0,0.0,200.0
0,0.1083986,0.95298064,-0.39848655,-0.10548878,-0.40666416,0.24032894,0.1073661,-0.25214443,1.0945909,-0.11534737,-0.5807878,1.0211754,-0.40081137,-0.21278957,-0.22597064,0.044238433,-0.034714572,0.8393459,0.4505387,-0.3266794,0.101435654,-0.45466518,1.5216757,0.35999775,-0.23766541,-0.22771932,-0.793354,0.42379007,0.13043304,-1.0490011,0.42506132,0.11786756,-0.0848874,-0.13665235,0.7324798,-0.082012884,0.9652667,0.8199214,-0.21004885,-1.2941246,1.1267446,-0.051364727,0.6389665,0.22921659,0.30469304,-0.054670542,0.35013038,0.72634184,-0.4880063,0.078243375,0.0125361085,0.24527143,1.432004,-0.8659907,0.48182636,0.43798447,0.63427436,-0.22212711,0.4065749,-0.037051678,-0.84737176,-0.5764368,-0.095412254,0.46589744,59.0,0,-41.0,159.0,0.0,200.0
0,0.18078414,0.8382735,-0.41854745,-0.041194513,-0.41940793,0.35641897,0.117595136,-0.39783487,1.0792605,-0.38554126,-0.37962914,0.9740085,-0.3954726,-0.2456198,-0.42798144,-0.021827586,-0.26561105,0.9889564,0.46889257,-0.44657034,0.01411321,-0.41240013,1.2830245,0.38812542,-0.2382845,-0.20903823,-0.97905123,0.50634736,0.11813061,-1.2620271,0.31910473,0.22843121,-0.15998109,-0.16799942,0.7829552,-0.15207258,0.9910904,0.94541466,-0.22535563,-1.4652064,1.062378,0.026687905,0.6926203,0.14298871,0.28264713,-0.06245795,0.25317097,0.6895385,-0.38345563,0.20971149,0.08310677,0.1177073,1.4527339,-0.81341505,0.50848967,0.53803515,0.64169014,-0.3916751,0.44896257,-0.078162074,-0.74998116,-0.47159183,-0.12579478,0.37600648,60.0,0,-40.0,160.0,0.0,200.0
0,0.14797153,0.9010483,-0.36106277,0.006519899,-0.3927114,0.24890855,0.17963086,-0.3135679,0.98879445,-0.14075978,-0.50104886,0.93765867,-0.32883412,-0.23310801,-0.7082957,-0.015231848,-0.21957411,1.0502604,0.6354424,-0.5630576,0.24525167,-0.42632896,1.4999597,0.45493007,-0.19858372,-0.10115636,-0.9114573,0.4894656,-0.005194485,-1.0991219,0.5238285,0.26392978,-0.28673595,-0.02378279,0.78726786,-0.31831685,1.0188701,0.9935243,-0.07389547,-1.3107445,0.9843848,0.08466925,0.7663512,0.13637333,0.26881585,0.11965657,0.26232216,0.7031901,-0.5168327,0.3043567,0.25695723,0.2472023,1.6266385,-0.939924,0.6523685,0.47714427,0.64874566,-0.6680874,0.19728619,-0.025899842,-0.89794546,-0.32505602,-0.2979759,0.6572055,109.0,0,9.0,209.0,0.0,200.0
0,0.07333335,0.9568474,-0.32059196,-0.013107985,-0.45021617,0.34364352,0.0011260062,-0.18571989,1.180379,-0.2833532,-0.50378376,0.92316735,-0.35002035,-0.3578885,-0.56414235,-0.110232875,-0.13710643,1.0031474,0.4958037,-0.46768075,0.18085821,-0.57852757,1.5503876,0.47545362,-0.23759294,-0.21506706,-0.9298546,0.31044057,0.008826733,-1.0301484,0.40319028,0.33357924,-0.11301406,-0.17809351,0.7505904,-0.1588578,1.0223536,0.96256256,-0.0045889616,-1.1879363,0.98791873,-0.020103917,0.7515126,0.18299587,0.39233488,0.12330763,0.26879713,0.6898047,-0.49034798,0.086255394,0.095269024,0.19566831,1.5476242,-0.9223345,0.63755316,0.52507246,0.63883877,-0.4060725,0.31678626,-0.09380072,-0.9062209,-0.47993976,-0.18871777,0.5442183,70.0,0,-30.0,170.0,0.0,200.0
0,0.016189396,1.0754975,-0.5294428,0.078011364,-0.45846888,0.2916702,0.2038135,-0.26133382,1.1634322,-0.15574424,-0.6234686,0.84376,-0.4989395,-0.2585402,-0.28131664,-0.07779086,-0.31550062,0.83528024,0.42159826,-0.45909214,0.25204962,-0.38564593,1.4637789,0.41709125,-0.16930577,-0.1405424,-0.76636714,0.37426257,0.04998067,-1.0952822,0.39043504,0.2916714,-0.3718741,-0.03850016,0.7321855,-0.04504186,1.0534531,0.6623632,-0.054729313,-1.3697383,0.9255868,0.262217,0.5810681,0.08502536,0.2997231,0.062666655,0.41533548,0.69388616,-0.4500035,0.1527429,0.2730924,0.17668715,1.6131779,-0.7719496,0.63037986,0.4935211,0.62263864,-0.42627138,0.32978833,-0.100278646,-0.8931725,-0.33983707,-0.11278378,0.47844493,200.0,0,100.0,300.0,0.0,200.0
0,0.13080041,0.7765465,-0.41232866,-0.05448033,-0.42343655,0.34248275,0.100546725,-0.25666308,1.1061015,-0.29938185,-0.5106974,0.9296503,-0.34614366,-0.22686571,-0.72347385,-0.17129241,-0.13109265,0.9748225,0.5834267,-0.4049194,0.17351337,-0.5799875,1.509589,0.44554585,-0.15180145,-0.041357905,-0.81486183,0.50098145,0.12495148,-1.046045,0.42869812,0.28449523,-0.15635484,-0.042902693,0.73943883,-0.09861099,1.0211736,0.883258,-0.0029785484,-1.2540851,0.973351,-0.13199566,0.79692215,0.1368006,0.37088794,0.18285117,0.28131875,0.76473784,-0.4766611,0.1350278,0.07682112,0.17660792,1.6931932,-0.94738483,0.6184399,0.47995657,0.6021007,-0.5425557,0.36814266,-0.11138493,-0.90560347,-0.32182795,-0.30160052,0.6554299,70.0,0,-30.0,170.0,0.0,200.0
0,0.12515146,0.83009505,-0.41713843,0.026037872,-0.46305215,0.35335654,0.0053808466,-0.40026328,1.1345596,-0.22795163,-0.480905,1.1280581,-0.4431612,-0.18818736,-0.3605526,-0.23712935,-0.33059,0.8750236,0.5398601,-0.37061054,-0.04751289,-0.4329586,1.1874776,0.2984808,-0.21423441,-0.0791347,-0.9137516,0.41484514,0.003026776,-1.0725292,0.31741416,0.28082675,-0.08508183,-0.2786076,0.77537996,-0.12156162,1.1091443,0.88227105,-0.21992138,-1.400203,1.0128576,0.034031272,0.66633046,0.09139465,0.37929678,-0.008826226,0.35656452,0.5393131,-0.37291574,0.09908668,0.087292686,0.013913497,1.5178463,-0.81843406,0.56378525,0.63694143,0.6030743,-0.28214777,0.4452905,-0.1669436,-0.716162,-0.531856,-0.27873605,0.34511638,50.0,0,-50.0,150.0,0.0,200.0
0,0.036628947,0.95660627,-0.4921233,-0.09042147,-0.39242452,0.3343476,0.009492494,-0.31757185,1.1460223,-0.1575173,-0.65249056,0.973455,-0.32002777,-0.25282228,-0.31523985,-0.03173344,-0.30310106,0.87183636,0.51062536,-0.44807595,0.24812753,-0.54377407,1.4577597,0.43887556,-0.16064747,-0.12567273,-0.8752588,0.3888783,0.04868841,-1.0044204,0.42033836,0.3714348,-0.11594613,-0.14593284,0.7654079,-0.1091573,1.0320892,0.9259783,-0.053457424,-1.2576938,0.9103428,0.07833058,0.6885376,0.10254365,0.3464923,0.055091232,0.38737792,0.90442497,-0.51098675,0.042193405,0.0824624,0.2834612,1.6682395,-0.9440619,0.59145266,0.6127753,0.50552636,-0.52558625,0.27316263,-0.03142622,-0.82270503,-0.35670114,-0.095526725,0.6234491,125.0,0,25.0,225.0,0.0,200.0
0,0.11742473,1.1085851,-0.5106225,-0.0070351064,-0.37262902,0.32934302,0.07815588,-0.41654304,1.2363459,-0.21629874,-0.47297043,1.0477717,-0.5296912,-0.13883,-0.28848463,0.05666101,-0.23686129,0.82598895,0.36480564,-0.4586342,-0.047191516,-0.36634666,1.3719356,0.3271699,-0.17667872,-0.13274354,-0.8790191,0.6128677,0.041388348,-1.1064932,0.51674765,0.21138607,-0.20772134,-0.1489111,0.8877073,0.007109225,1.0960839,0.8080646,-0.19553563,-1.5534065,1.0524071,-0.0016946048,0.5740455,0.1416764,0.24962474,-0.13070923,0.41312647,0.6360098,-0.26429033,0.0102199465,0.12743048,0.2168449,1.4211102,-0.7800223,0.47623086,0.51042235,0.59500295,-0.34009087,0.4664836,-0.04540506,-0.6608934,-0.5225457,-0.114983305,0.34276658,100.0,0,0.0,200.0,0.0,200.0
0,0.1942921,0.91331446,-0.43789718,0.01892075,-0.5083089,0.3939485,0.040103704,-0.33977756,1.1821849,-0.2537518,-0.5060169,0.7920427,-0.41109985,-0.253416,-0.38718152,-0.08670995,-0.19589639,0.9451181,0.46103072,-0.5216841,0.11746901,-0.5133812,1.390965,0.6168718,-0.10949777,-0.15497413,-0.9960567,0.31285754,0.020564713,-1.0669166,0.37434927,0.29256833,-0.22462176,-0.18770291,0.60785186,-0.050630145,1.0112966,0.8675412,-0.092747495,-1.3400095,0.9522269,0.10228212,0.69053394,0.21087946,0.4461491,0.06586759,0.28579476,0.65176696,-0.4822116,0.09100032,0.15048349,0.19433224,1.6101618,-0.9553306,0.65206754,0.54797316,0.7219995,-0.35478735,0.30657732,-0.023606136,-0.88367224,-0.4433518,-0.11155073,0.4602356,130.0,0,30.0,230.0,0.0,200.0
0,0.17055029,0.9327812,-0.41814527,0.019326612,-0.36261198,0.29430377,0.16658098,-0.33136278,1.0331173,-0.4067859,-0.51427966,0.8128228,-0.3201521,-0.25053754,-0.41458315,-0.14046875,-0.19490819,0.9863883,0.6189432,-0.5598438,0.21574448,-0.5422803,1.5086414,0.42442477,-0.36259326,-0.34499738,-0.8997948,0.3010589,0.026572935,-1.2303547,0.50200766,0.22786565,-0.18510675,-0.0789977,0.7859174,-0.11696589,1.0789582,0.9327673,-0.09336808,-1.2823207,1.0186447,-0.0384098,0.62033427,0.20048772,0.22020055,0.040344127,0.32158464,0.68484426,-0.4459238,0.10683584,0.060586274,0.21288149,1.5675287,-0.9233252,0.48709536,0.6129683,0.6600013,-0.5215531,0.31618017,0.15641572,-0.72341615,-0.35208935,-0.12936294,0.48464388,120.0,0,20.0,220.0,0.0,200.0
0,0.056722328,0.9445511,-0.5042886,-0.09846464,-0.42631426,0.45736086,-0.033728704,-0.33895382,1.1196963,-0.25808018,-0.57431567,1.0586236,-0.51890385,-0.22539619,-0.31043965,-0.017429426,-0.30381638,0.913395,0.5581949,-0.35531837,0.016715594,-0.42278165,1.2086864,0.44440448,-0.13126904,0.013626821,-0.88335484,0.51235694,0.0068071336,-1.1082582,0.26883522,0.38675672,-0.18679903,-0.26264036,0.7221475,-0.1894151,1.0709043,0.9656898,-0.13395369,-1.3714993,1.0272528,-0.07373835,0.8222404,0.066464044,0.39989066,0.012079217,0.27173305,0.78982085,-0.3388856,0.08550775,0.25469348,0.12882338,1.6784186,-0.9882399,0.6502835,0.63618815,0.64879876,-0.30439037,0.3952508,-0.21220976,-0.84967923,-0.5453594,-0.26593584,0.51193166,90.0,0,-10.0,190.0,0.0,200.0
0,0.07531795,0.9561274,-0.24258585,-0.051408425,-0.30917168,0.39052522,0.065072685,-0.4533387,1.0124116,-0.3476277,-0.3370076,1.0095009,-0.46157235,-0.15360774,-0.30942297,0.013121717,-0.07180713,0.89027643,0.3963176,-0.3817938,0.023847453,-0.42500848,1.3324137,0.3391136,-0.30511633,-0.033033267,-0.9872806,0.5176405,0.17262046,-1.2047045,0.32817087,0.2767809,-0.16865936,-0.12829666,0.79792935,-0.08341327,1.0931275,0.87248635,-0.13543789,-1.4979584,1.0902133,-0.003109336,0.73658943,0.19346808,0.29284075,-0.10808641,0.40408432,0.546155,-0.23697962,0.24142356,0.15203395,0.054252885,1.3543004,-0.77676535,0.604021,0.41150823,0.85566777,-0.28992683,0.4983951,-0.09322995,-0.8306439,-0.5371582,-0.27085984,0.34280893,200.0,0,100.0,300.0,0.0,200.0
0,0.23018166,0.99652314,-0.54045933,-0.0950931,-0.53750485,0.45509863,0.240465,-0.29315504,1.2149268,-0.21499245,-0.53387886,1.0205144,-0.48277777,-0.16479509,-0.2608676,-0.02650389,-0.33040953,0.9522911,0.4857434,-0.6508346,-0.009249821,-0.5872996,1.3005562,0.35988683,-0.16679132,-0.31007788,-0.904355,0.4488763,0.012278259,-1.108075,0.47928935,0.14441094,-0.17067128,-0.20519106,0.85785544,-0.16356948,0.9586748,0.84991574,-0.35984913,-1.4587729,1.0820595,0.07769512,0.5858267,0.027339183,0.48537946,-0.06996478,0.21172391,0.5703512,-0.49101454,0.060563162,0.0025347024,0.15658164,1.568993,-0.8131781,0.49002725,0.57924664,0.60723305,-0.36598814,0.40181518,-0.027152985,-0.81713194,-0.36025834,-0.1862378,0.47703254,60.0,0,-40.0,160.0,0.0,200.0
